empresaCNPJ;clienteId;tipoCliente;ticker;tickerID;DLT;DLTID;quantidade;valor;psavCustodiante;psavCustodiantePais;dataBase
CNPJ45___;CLIENTE129;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,33792542;55287,35;Z1234567;BR;05/02/2026
CNPJ8___;CLIENTE56;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,38879797;420943,59;Z1234567;BR;05/02/2026
CNPJ17___;CLIENTE39;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,83196358;358449,66;Z1234567;BR;05/02/2026
CNPJ35___;CLIENTE89;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,94406897;134499,43;Z1234567;BR;05/02/2026
CNPJ36___;CLIENTE24;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,44814599;23389,18;Z1234567;BR;05/02/2026
CNPJ5___;CLIENTE110;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,09787033;132276,48;Z1234567;BR;05/02/2026
CNPJ25___;CLIENTE132;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,49249836;118657,56;Z1234567;BR;05/02/2026
CNPJ41___;CLIENTE154;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,09528154;188775,65;Z1234567;BR;05/02/2026
CNPJ20___;CLIENTE95;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,26170647;157385,05;Z1234567;BR;05/02/2026
CNPJ4___;CLIENTE72;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,02463082;69247,33;Z1234567;BR;05/02/2026
CNPJ46___;CLIENTE6;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,86080155;27138,29;Z1234567;BR;05/02/2026
CNPJ43___;CLIENTE68;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,00930277;112197,32;Z1234567;BR;05/02/2026
CNPJ25___;CLIENTE185;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,37463509;352408,42;Z1234567;BR;05/02/2026
CNPJ34___;CLIENTE66;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,69169226;145286,03;Z1234567;BR;05/02/2026
CNPJ45___;CLIENTE182;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,45910049;96130,94;Z1234567;BR;05/02/2026
CNPJ2___;CLIENTE1;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,0895568;284980,03;Z1234567;BR;05/02/2026
CNPJ27___;CLIENTE33;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,71406447;46966,58;Z1234567;BR;05/02/2026
CNPJ1___;CLIENTE127;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,12064011;146022,92;Z1234567;BR;05/02/2026
CNPJ19___;CLIENTE178;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,27058534;4175,17;Z1234567;BR;05/02/2026
CNPJ23___;CLIENTE145;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,23440424;433182,71;Z1234567;BR;05/02/2026
CNPJ33___;CLIENTE156;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,23073776;297874,54;Z1234567;BR;05/02/2026
CNPJ27___;CLIENTE69;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,93918292;181260,42;Z1234567;BR;05/02/2026
CNPJ12___;CLIENTE117;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,9383948;175631,15;Z1234567;BR;05/02/2026
CNPJ27___;CLIENTE106;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,05839033;356678,51;Z1234567;BR;05/02/2026
CNPJ44___;CLIENTE9;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,87306508;384058,51;Z1234567;BR;05/02/2026
CNPJ2___;CLIENTE185;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,17637135;452372,18;Z1234567;BR;05/02/2026
CNPJ29___;CLIENTE197;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,91806503;420467,29;Z1234567;BR;05/02/2026
CNPJ22___;CLIENTE9;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,83396842;149066,06;Z1234567;BR;05/02/2026
CNPJ11___;CLIENTE135;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,47826734;240637,12;Z1234567;BR;05/02/2026
CNPJ49___;CLIENTE29;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,51794731;120286,9;Z1234567;BR;05/02/2026
CNPJ42___;CLIENTE179;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,17890601;257315,87;Z1234567;BR;05/02/2026
CNPJ19___;CLIENTE121;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,91617009;6394,99;Z1234567;BR;05/02/2026
CNPJ4___;CLIENTE114;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,3126503;252400,65;Z1234567;BR;05/02/2026
CNPJ13___;CLIENTE111;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,23936215;20477,09;Z1234567;BR;05/02/2026
